#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
588	NM_001016577	GL173155	-	427428	471365	427662	460992	13	427428,428919,429860,431693,435498,437763,438384,452067,453558,455947,458167,460889,471215,	428073,429080,429946,431860,435573,437878,438443,452324,453631,456096,458260,461004,471365,	0	setd3	cmpl	cmpl	0,1,2,0,0,2,0,1,0,1,1,0,-1,
588	NM_001078855	GL173155	+	471645	486803	476483	486671	11	471645,476449,477384,478133,479381,479580,481932,483183,483576,484354,486045,	471716,476680,477466,478265,479487,479638,482102,483422,483610,484426,486803,	0	ccnk	cmpl	cmpl	-1,0,2,0,0,1,2,1,0,1,1,
589	NM_001032348	GL173155	+	627588	644228	627622	643637	15	627588,629212,630229,631459,632676,635067,636518,637309,638691,639346,640291,641105,641890,642767,643463,	627759,629290,630311,631530,632763,635206,636629,637466,638754,639419,640376,641216,641979,642834,644228,	0	mgc108077	cmpl	cmpl	0,2,2,0,2,2,0,0,1,1,2,0,0,2,0,
590	NM_001078813	GL173155	+	716889	737206	720712	737206	21	716889,720709,721483,722919,723097,724949,725849,727641,728742,729412,730276,731376,732184,733203,733400,733870,734206,734872,735353,736854,736983,	717044,720838,721505,723008,723169,725060,725921,727746,728865,729533,730323,731467,732323,733305,733463,733900,734331,735031,735488,736901,737206,	0	ctage5	cmpl	incmpl	-1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,2,2,1,1,1,0,
590	NM_001142195	GL173155	-	750152	761863	752283	761492	5	750152,754016,757171,761010,761786,	752555,754702,757282,761527,761863,	0	fbxo33	cmpl	cmpl	1,2,2,0,-1,
590	NM_001032346	GL173155	+	676358	697773	676370	696656	15	676358,679256,680406,681996,683361,684243,685337,687771,688801,691172,693393,693964,694646,695458,696491,	676507,679334,680488,682067,683448,684382,685448,687928,688864,691245,693478,694075,694735,695525,697773,	0	mgc108213	cmpl	cmpl	0,2,2,0,2,2,0,0,1,1,2,0,0,2,0,
73	NM_203726	GL173156	+	520453	527968	523015	527669	6	520453,522952,524966,525816,526112,527562,	520532,523181,525111,525921,526189,527968,	0	spc24	cmpl	cmpl	-1,0,1,2,2,1,
73	NM_001045781	GL173156	+	653201	660180	654386	659044	11	653201,654290,654714,654915,655287,655743,655901,656499,657513,657724,658870,	653486,654582,654798,655089,655585,655808,656047,656577,657591,657844,660180,	0	atg4d	cmpl	cmpl	-1,0,1,1,1,2,1,0,0,0,0,
585	NM_001011498	GL173156	+	85784	112630	85987	112614	5	85784,100265,101739,106929,112525,	86051,100535,101976,107190,112630,	0	icam5	cmpl	cmpl	0,1,1,1,1,
586	NM_001128048	GL173156	-	132610	145030	133802	145014	13	132610,134545,135496,135715,137020,137222,137577,138049,138962,140072,140350,140924,144777,	133949,134629,135631,135793,137136,137317,137689,138144,139092,140264,140814,140991,145030,	0	raver1	cmpl	cmpl	0,0,0,0,1,2,0,1,0,0,1,0,0,
586	NM_001015912	GL173156	-	194646	203739	195350	202197	9	194646,197417,198338,198985,199562,200124,200737,202095,203717,	195488,197489,198521,199108,199678,200230,201013,202230,203739,	0	cdc37	cmpl	cmpl	0,0,0,0,1,0,0,0,-1,
589	NM_001008023	GL173156	-	532562	544293	533034	543907	5	532562,533445,533792,535322,543362,	533264,533622,533998,535913,544293,	0	keap1	cmpl	cmpl	1,1,2,2,0,
589	NM_001127068	GL173156	-	561844	572265	563460	564614	2	561844,572192,	565007,572265,	0	s1pr5	cmpl	cmpl	0,-1,
590	NM_001079371	GL173156	-	674091	679687	677663	679676	6	674091,675279,676099,676212,676491,679535,	674918,676087,676199,676478,678008,679687,	0	cdkn2d	cmpl	cmpl	-1,-1,-1,-1,0,0,
590	NM_001006850	GL173156	-	714580	727271	716034	726995	12	714580,716280,719030,719961,722196,722401,723627,723909,724758,725260,726032,726953,	716057,716356,719156,720120,722268,722544,723728,724057,724889,725328,726189,727271,	0	ap1m2	cmpl	cmpl	1,0,0,0,0,1,0,2,0,1,0,0,
591	NM_001005648	GL173156	+	796326	806979	799433	806487	16	796326,799375,799521,799830,800100,801514,802018,802775,802975,803218,803423,803969,805020,805404,805753,806437,	796455,799436,799748,800011,800248,801606,802114,802887,803073,803333,803534,804171,805199,805549,805816,806979,	0	ilf3	cmpl	cmpl	-1,0,0,2,0,1,0,0,1,0,1,1,1,0,1,1,
73	NM_001016055	GL173157	+	522800	536231	527558	536135	6	522800,527481,531618,532223,535035,535877,	523025,527652,531829,532495,535205,536231,	0	LOC548809	cmpl	cmpl	-1,0,1,2,1,0,
588	NM_001011195	GL173157	+	408165	417081	408178	416856	6	408165,412381,414706,415326,416236,416577,	408218,412411,414875,415592,416406,417081,	0	prss27	cmpl	cmpl	0,1,1,2,1,0,
588	NM_001005710	GL173157	+	492425	521271	492486	521271	9	492425,508594,509388,509817,510336,518390,519342,520452,521135,	492520,508802,509660,509987,510730,518598,519614,520622,521271,	0	prss36	cmpl	incmpl	0,1,2,1,0,1,2,1,0,
589	NM_001030514	GL173157	-	561122	569170	562578	569154	6	561122,564323,564871,568229,568601,569107,	562971,564493,565143,568392,568619,569170,	0	LOC595077	cmpl	cmpl	0,1,2,1,1,0,
589	NM_001001228	GL173157	+	604029	611424	604060	610651	5	604029,605948,607263,608861,610303,	604106,606111,607529,609031,611424,	0	prss29	cmpl	cmpl	0,1,2,1,0,
590	NM_001016355	GL173157	-	707061	712810	707306	711798	6	707061,708667,709825,709977,711443,712766,	707491,708705,709894,710131,711894,712810,	0	nif3l1	cmpl	cmpl	1,2,2,1,0,-1,
590	NM_001142220	GL173157	-	690897	703444	692060	701491	29	690897,692458,692693,692928,693122,693290,693578,693814,694019,694395,694560,694846,695157,695368,696162,696414,696569,697295,697649,697858,698076,698403,698941,699225,699443,699973,700161,701373,703422,	692383,692614,692846,693043,693214,693501,693724,693934,694175,694479,694741,695077,695289,695479,696324,696476,696726,697369,697778,697990,698205,698528,699082,699331,699630,700079,700297,701514,703444,	0	pfas	cmpl	cmpl	1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,2,2,1,0,2,1,0,-1,
590	NM_001004983	GL173157	+	713056	727585	713876	717334	8	713056,713813,713960,714313,714679,716111,717207,727475,	713223,713879,714035,714407,714747,716230,717683,727585,	0	ppil3	cmpl	cmpl	-1,0,0,0,1,0,2,-1,
585	NM_213705	GL173158	-	30068	39404	30305	39404	12	30068,30578,33450,33690,34207,34772,36842,37308,37956,38640,38937,39245,	30325,30677,33545,33760,34337,34867,36952,37367,38093,38714,39044,39404,	0	prim1	cmpl	incmpl	1,1,2,1,0,1,2,0,1,2,0,0,
585	NM_001017189	GL173158	-	109644	117451	110189	115614	5	109644,112623,114551,115301,117419,	110410,112787,114810,115635,117451,	0	rdh7	cmpl	cmpl	1,2,1,0,-1,
585	NM_001114500	GL173158	-	62864	66572	62964	66403	4	62864,63717,65007,66090,	63182,63881,65266,66572,	0	rdh7.2	cmpl	cmpl	1,2,1,0,
585	NM_001130203	GL173158	-	82172	90432	82364	89102	5	82172,84004,87500,88786,90362,	82585,84168,87759,89130,90432,	0	LOC100170425	cmpl	cmpl	1,2,1,0,-1,
585	NM_001113887	GL173158	-	97001	105160	97656	104793	4	97001,100384,102026,104480,	97874,100548,102285,105160,	0	rdh16	cmpl	cmpl	1,2,1,0,
585	NM_001004956	GL173158	-	47516	55828	48261	53842	5	47516,49427,49843,53526,55740,	48455,49591,50102,53854,55828,	0	MGC89248	cmpl	cmpl	1,2,1,0,-1,
585	NM_001007512	GL173158	+	21337	26698	21337	26589	6	21337,23622,24527,24764,25247,26574,	21425,23700,24674,24893,25370,26698,	0	naca.2	incmpl	cmpl	2,0,0,0,0,0,
586	NM_001011296	GL173158	-	141085	151543	141125	144842	5	141085,142616,143193,144529,151486,	141346,142780,143452,144860,151543,	0	hsd17b6	cmpl	cmpl	1,2,1,0,-1,
587	NM_001008062	GL173158	-	333541	390385	334791	380136	28	333541,336548,337808,338987,340519,341688,346622,349461,351964,352662,353974,354676,355049,355564,357067,357527,359344,359886,361438,362554,363477,365332,366466,369803,370889,378259,380010,390249,	334912,336676,337958,339120,340626,341823,346711,349530,352114,352756,354175,354903,355250,355627,357172,357593,359431,360005,361586,362658,363576,365396,366513,369908,370984,378375,380150,390385,	0	myo1a	cmpl	cmpl	2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,-1,
588	NM_001126669	GL173158	+	433762	456330	434117	451444	8	433762,440464,443569,445676,446119,449296,451340,456069,	434170,441260,443703,445728,446234,449491,455615,456330,	0	nab2	cmpl	cmpl	0,2,0,2,0,1,1,-1,
588	NM_001039743	GL173158	-	408455	418834	409257	418726	9	408455,412360,413280,413758,414835,415771,416864,417414,418626,	409429,412534,413506,413873,414929,415844,417084,417536,418834,	0	tmem194a	cmpl	cmpl	2,2,1,0,2,1,0,1,0,
73	NM_001114047	GL173159	+	362450	444266	362483	443103	19	362450,364003,384674,385579,387645,393796,397621,399111,399633,402465,403496,404807,406339,408610,410340,419244,420946,439179,443049,	362506,364136,384835,385667,387787,393911,397807,399283,399714,402592,403603,404981,406402,408818,410415,419306,421011,439273,444266,	0	mre11a	cmpl	cmpl	0,2,0,2,0,1,2,2,0,0,1,0,0,0,1,1,0,2,0,
585	NM_001126890	GL173159	-	12147	97123	12279	85028	12	12147,13252,14243,55112,55403,57490,59622,64188,66360,74731,84186,96973,	12389,13519,14488,55238,55594,57640,59768,64278,66505,75023,85084,97123,	0	amotl1	cmpl	cmpl	1,1,2,2,0,0,1,1,0,2,0,-1,
586	NM_001004773	GL173159	-	229835	230927	229835	230927	1	229835,	230927,	0	fut4	cmpl	cmpl	0,
590	NM_001130256	GL173159	-	736592	759789	738156	759694	5	736592,739999,741569,743217,759513,	738230,740661,741799,743357,759789,	0	panx1	cmpl	cmpl	1,2,0,1,0,
585	NM_001044498	GL173160	+	21321	32304	25440	31857	7	21321,25417,25889,26852,30067,31604,31849,	21383,25471,25937,26973,30217,31666,32304,	0	LOC733728	cmpl	cmpl	-1,0,1,1,2,2,1,
585	NM_001008208	GL173161	+	20387	24716	21603	24400	8	20387,21395,21761,22178,22983,23417,23645,24305,	20510,21675,21843,22351,23095,23542,23813,24716,	0	eif5	cmpl	cmpl	-1,0,0,1,0,1,0,1,
585	NM_001044461	GL173161	-	86250	93549	86584	91795	8	86250,87258,88692,89380,90087,90372,91602,93496,	86763,87448,88816,89552,90220,90527,91807,93549,	0	ckb	cmpl	cmpl	1,0,2,1,0,1,0,-1,
585	NM_001005009	GL173161	+	101884	125023	103016	124798	4	101884,102993,114927,124484,	101977,103347,115194,125023,	0	trmt61a	cmpl	cmpl	-1,0,1,1,
586	NM_001017247	GL173161	+	237189	257462	248695	257131	10	237189,248694,249937,250846,251276,251861,254648,255207,255481,257060,	237347,248956,250168,250925,251502,251949,254750,255381,255581,257462,	0	klc1	cmpl	cmpl	-1,0,0,0,1,2,0,0,0,1,
586	NM_001131044	GL173161	-	193810	195499	194112	195465	1	193810,	195499,	0	bag5	cmpl	cmpl	0,
587	NM_001017344	GL173161	+	295007	311584	295062	309650	8	295007,301574,303337,304323,305597,309208,309614,311239,	295188,301625,303506,304399,305689,309351,311206,311584,	0	LOC550098	cmpl	cmpl	0,0,0,1,2,1,0,-1,
587	NM_001016141	GL173161	-	283397	294698	283735	293147	8	283397,285341,287222,288944,289597,291175,293092,294667,	283961,285388,287435,289099,289810,291313,293176,294698,	0	xrcc3	cmpl	cmpl	2,0,0,1,1,1,0,-1,
587	NM_001113683	GL173161	+	295066	311584	295116	309650	8	295066,301574,303337,304323,305597,306717,309208,309614,	295188,301625,303506,304399,305689,306771,309351,311584,	0	zfyve21	cmpl	cmpl	0,0,0,1,2,1,1,0,
588	NM_001251817	GL173161	+	440856	515581	442987	515254	32	440856,442951,455284,456393,457461,458369,458752,459092,459259,460237,464008,464723,464971,465111,465416,466038,473988,483024,485259,489887,494834,500161,504543,505013,507972,508527,509952,510229,511547,511790,512756,515155,	440981,443032,455449,456497,457523,458424,458837,459150,459364,460335,464140,464889,465035,465175,465461,466092,474099,483132,485360,490055,494946,500374,504633,505274,508122,508598,510062,510326,511686,511909,512829,515581,	0	tdrd9	cmpl	cmpl	-1,0,0,0,2,1,2,0,1,1,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,2,0,
589	NM_001127027	GL173161	+	525110	560930	525176	559242	16	525110,528333,530926,533820,534734,535841,539014,540343,548773,551539,552871,553545,555375,557450,558051,559203,	525372,528463,531038,533946,534818,535968,539127,540529,548887,551659,552967,553709,555462,557550,558108,560930,	0	aspg	cmpl	cmpl	0,1,2,0,0,0,1,0,0,0,0,0,2,2,0,0,
73	NM_203858	GL173162	-	750935	804606	751208	804606	14	750935,751204,754469,755863,762077,767487,779251,787272,790323,795518,800238,802068,803859,804470,	751194,751503,754626,755995,762172,767624,779355,787470,790515,795621,800365,802256,803914,804606,	0	prep	cmpl	incmpl	-1,2,1,1,2,0,1,1,1,0,2,1,0,1,
73	NM_001142018	GL173162	-	496265	552172	497051	552007	4	496265,511071,551112,551997,	497424,511082,551313,552172,	0	lin28b	cmpl	cmpl	2,1,1,0,
73	NM_001123416	GL173162	-	624158	666930	631790	651318	9	624158,631756,634085,636700,638930,644350,649763,651095,666804,	624640,631858,634224,636865,639039,644538,649888,651329,666930,	0	bves	cmpl	cmpl	-1,1,0,0,2,0,1,0,-1,
588	NM_001045804	GL173162	-	414617	473636	415399	473499	24	414617,417283,423875,425973,429154,434161,435438,436967,437166,437344,438392,442852,444530,447767,452095,452959,458539,460248,460673,462090,463757,468175,471802,473423,	415502,417397,423946,426072,429286,434358,435588,437055,437264,437456,438480,442921,444874,447918,452202,453061,458636,460331,460805,462166,463862,468265,471857,473636,	0	hace1	cmpl	cmpl	2,2,0,0,0,1,1,0,1,0,2,2,0,2,0,0,2,0,0,2,2,2,1,0,
590	NM_001016293	GL173162	-	694845	724655	695463	705815	4	694845,698804,705324,724582,	695733,698913,706124,724655,	0	popdc3	cmpl	cmpl	0,2,0,-1,
588	NM_001016056	GL173163	-	475719	483097	476068	479664	4	475719,478146,479431,482998,	476332,478267,479788,483097,	0	ercc6	cmpl	cmpl	0,2,0,-1,
73	NM_001007484	GL173164	+	388716	406810	388760	404933	4	388716,400882,404786,406312,	388842,401625,406210,406810,	0	degs1	cmpl	cmpl	0,1,0,-1,
586	NM_001045643	GL173164	-	204733	223398	205358	223381	20	204733,205760,207495,208085,208494,209155,209781,210126,210650,210994,211293,212118,212414,212658,212840,213862,214594,215046,220480,223141,	205382,205819,207612,208164,208563,209220,209839,210192,210687,211213,211473,212279,212489,212744,212924,214031,214728,215165,220550,223398,	0	capn8	cmpl	cmpl	0,1,1,0,0,1,0,0,2,1,1,2,2,0,0,2,0,1,0,0,
587	NM_001005446	GL173164	+	268888	290089	268888	289971	19	268888,270118,270540,271361,272020,272241,272579,273193,273845,274607,277235,279026,284852,286294,286761,287000,287159,288583,289947,	269008,270252,270709,271445,272106,272316,272740,273363,273857,274819,277272,279089,284910,286359,286830,287079,287276,288642,290089,	0	capn2.2	incmpl	cmpl	0,0,2,0,0,2,2,1,0,0,2,0,0,1,0,0,1,1,0,
587	NM_001016036	GL173164	-	292600	320576	293179	314375	18	292600,294444,296871,297125,298171,299463,301267,301782,302500,304098,305502,306844,307145,308145,308344,312397,314227,320478,	293221,294644,297038,297259,298309,300251,301694,301916,302602,304306,305667,307026,307320,308247,308424,312511,314375,320576,	0	tp53bp2	cmpl	cmpl	0,1,2,0,0,1,0,1,1,0,0,1,0,0,1,1,0,-1,
587	NM_001103030	GL173164	+	367540	378348	367544	377413	4	367540,374206,375726,377018,	367744,374347,375922,378348,	0	fbxo28	cmpl	cmpl	0,0,0,1,
588	NM_001045615	GL173164	-	465011	487922	465011	484920	14	465011,465670,466969,467488,468059,469350,471415,471642,472275,473802,478505,484664,484839,487286,	465197,465800,467048,467634,468179,469491,471554,471799,472373,473939,478580,484721,484939,487922,	0	wdr26	incmpl	cmpl	1,0,2,0,0,0,2,1,2,0,0,0,0,-1,
588	NM_001103039	GL173164	-	415501	443915	415741	443894	23	415501,417787,418434,419761,420101,422251,427627,428794,429268,429464,430219,431608,433846,434518,434809,435532,436546,438206,439523,439725,441593,441974,443834,	415786,417858,418523,419838,420208,422351,427747,428857,429373,429683,430475,431753,433964,434620,434944,435603,436679,438482,439578,439810,441646,442048,443915,	0	nvl	cmpl	cmpl	0,1,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,2,1,2,0,0,
588	NM_203961	GL173164	+	446718	455303	446740	454346	6	446718,449809,450625,452766,454318,454889,	446809,449878,450738,452907,454393,455303,	0	cnih4	cmpl	cmpl	0,0,0,2,2,-1,
590	NM_001127067	GL173164	-	670898	702912	671049	702898	13	670898,671011,673301,673512,673838,675259,675758,676622,677055,677934,678768,701834,702733,	670990,671210,673424,673593,674007,675386,675845,676820,677110,678110,678953,702062,702912,	0	lbr	cmpl	cmpl	-1,1,1,1,0,2,1,1,0,1,2,0,0,
590	NM_001126543	GL173164	-	734776	786386	735036	786189	12	734776,736178,737008,737205,738121,738957,739845,743351,748413,756649,761602,786184,	735074,736236,737087,737272,738173,739022,740168,743692,748498,756827,761768,786386,	0	enah	cmpl	cmpl	1,0,2,1,0,1,1,2,1,0,2,0,
587	NM_001005096	GL173165	+	315271	317751	315297	317691	3	315271,316300,317415,	315306,316543,317751,	0	MGC89845	cmpl	cmpl	0,0,0,
587	NM_001016394	GL173165	+	348404	350694	349294	350527	2	348404,349260,	348538,350694,	0	znf420	cmpl	cmpl	-1,0,
589	NM_001142198	GL173165	-	534166	546468	538373	539690	3	534166,544380,545960,	539751,544442,546468,	0	c2cd4c	cmpl	cmpl	0,-1,-1,
589	NM_001011334	GL173165	+	614381	637939	614445	637236	12	614381,620813,620986,621407,621666,623206,624710,631417,633920,635907,636538,637023,	614529,620909,621049,621535,621781,623425,624824,631489,634033,636005,636705,637939,	0	hiatl1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,2,1,0,
590	NM_001016684	GL173165	+	684442	697057	684473	695812	7	684442,692533,692960,693148,694582,695787,696459,	684543,692690,693049,693285,694859,695812,697057,	0	bsg	cmpl	incmpl	0,1,2,1,0,1,-1,
590	NM_001004793	GL173165	+	663007	670864	663164	670274	5	663007,665755,667328,669420,670063,	663347,665842,667426,669555,670864,	0	cdc34	cmpl	cmpl	0,0,0,2,2,
591	NM_001143924	GL173165	+	813998	819036	813998	819036	3	813998,815792,818844,	814230,815896,819036,	0	fgf22	cmpl	cmpl	0,1,0,
591	NM_001006734	GL173165	-	820829	841946	821279	841827	7	820829,828757,829420,829844,833321,837312,841752,	821435,828873,829514,829914,833391,837368,841946,	0	rnf126	cmpl	cmpl	0,1,0,2,1,0,0,
587	NM_001011232	GL173166	+	341281	351505	341321	350353	12	341281,341927,342478,343212,344201,345860,346564,347328,348126,349679,350299,351386,	341394,342154,342541,343269,344246,345926,346597,347358,348177,349712,350381,351505,	0	LOC496670	cmpl	cmpl	0,1,0,0,0,0,0,0,0,0,0,-1,
588	NM_001130354	GL173166	+	450634	476766	451115	462899	20	450634,452367,453165,453892,454162,454835,456290,458303,459050,459685,462046,462723,463984,466223,467741,468904,472521,473421,474485,475600,	451243,452501,453329,454058,454300,454973,456384,458434,459221,459828,462293,463303,464629,466324,467844,469071,472667,473525,474599,476766,	0	fbxo38	cmpl	cmpl	0,2,1,0,1,1,1,2,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,
73	NM_205832	GL173167	+	499444	531362	506203	530534	13	499444,506101,511625,516499,518252,523074,523255,523981,525411,527948,528803,529063,530431,	499490,506240,511758,516575,518387,523172,523438,524089,525501,528069,528932,529154,531362,	0	osbpl2	cmpl	cmpl	-1,0,1,2,0,0,2,2,2,2,1,1,2,
73	NM_001195706	GL173167	+	386777	399266	386815	395341	11	386777,388108,390324,391710,391939,392955,393303,393563,394305,394732,395314,	386884,388185,390409,391855,392137,393120,393405,393656,394425,394860,399266,	0	ss18l1	cmpl	cmpl	0,0,2,0,1,1,1,1,1,1,0,
73	NM_001123479	GL173167	+	254909	315461	254909	315339	11	254909,264278,281602,289476,292341,300658,302670,306900,308088,308736,315316,	255141,264446,281758,289621,292514,300796,302856,307154,308231,308974,315461,	0	cdh4	incmpl	cmpl	2,0,0,0,1,0,0,0,2,1,1,
587	NM_203740	GL173167	-	381753	386372	381803	386313	7	381753,381984,382133,382555,383932,384345,386217,	381896,382047,382253,382678,384057,384472,386372,	0	psma7	cmpl	cmpl	0,0,0,0,1,0,0,
587	NM_001078817	GL173167	-	339676	365644	341154	365630	16	339676,341643,341851,342784,344337,345149,345579,346961,349987,350314,350979,351191,352218,352840,362660,365359,	341322,341763,341908,342910,344464,345323,345694,347121,350221,350404,351102,351311,352335,353037,363563,365644,	0	taf4	cmpl	cmpl	0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,
587	NM_001030505	GL173167	+	370264	379207	370309	376317	9	370264,371824,373558,374879,375764,375919,376159,378664,379047,	370430,371988,373694,375050,375836,376081,376317,379035,379207,	0	lsm14b	cmpl	incmpl	0,1,0,1,1,1,1,-1,-1,
588	NM_001011236	GL173167	+	401847	405447	401868	405336	6	401847,403078,404029,404371,404727,404950,	402078,403226,404145,404590,404866,405447,	0	gtpbp5	cmpl	cmpl	0,0,1,0,0,1,
589	NM_203718	GL173167	+	536692	547325	539609	547215	10	536692,539608,542588,543330,543744,544115,545161,545867,546888,547114,	536723,539819,542705,543454,543831,544197,545249,546025,546991,547325,	0	adrm1	cmpl	cmpl	-1,0,0,0,1,1,0,1,0,1,
589	NM_001127133	GL173167	-	561686	615992	569912	615978	56	561686,562326,562685,563875,564124,564610,565064,565510,565834,566025,566491,566717,567362,567744,568065,568245,568758,568955,569378,569558,570195,570673,571971,572261,572587,572790,573009,573242,573614,573802,574539,574797,575031,575222,575922,576731,577065,578045,579598,579739,581122,582027,582368,582719,583384,584470,585244,585682,586399,587032,589018,589250,589501,591179,611711,615732,	561740,562429,562827,564030,564241,564807,565238,565622,565945,566177,566635,566898,567463,567959,568146,568373,568872,569186,569462,570110,570336,570818,572176,572470,572703,572930,573136,573450,573712,573911,574700,574951,575138,575365,576061,576888,577165,578151,579651,579839,581175,582162,582503,582857,583525,584536,585379,585773,586518,587148,589116,589421,589620,591297,611864,615992,	0	lama5	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,2,0,1,0,2,0,2,0,2,0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,0,1,2,0,0,1,0,0,0,
590	NM_203678	GL173167	-	718827	747693	719330	736445	14	718827,720264,720480,721750,723420,725412,727074,727340,728341,729231,730148,733276,736378,747647,	719398,720376,720563,721841,724210,725570,727157,727495,728414,729344,730244,733319,736508,747693,	0	c20orf151	cmpl	cmpl	1,0,1,0,2,0,1,2,1,2,2,1,0,-1,
590	NM_001114489	GL173167	-	687163	710942	691844	710928	11	687163,688141,690981,692604,693298,694239,694456,695202,696326,697175,710575,	688091,690055,691985,692809,693405,694337,694619,695311,696404,697268,710942,	0	cables2	cmpl	cmpl	-1,-1,0,2,0,1,0,2,2,2,0,
590	NM_001005126	GL173167	-	676686	684359	676749	682934	6	676686,677538,678030,681042,682884,684326,	676759,677594,678102,681106,682964,684359,	0	rps21	cmpl	cmpl	2,0,0,2,0,-1,
591	NM_001011384	GL173167	-	838819	839398	838819	839333	1	838819,	839398,	0	gata5	incmpl	cmpl	0,
73	NM_001016943	GL173169	-	129481	316532	129589	316507	10	129481,130980,133443,135373,135672,136465,138325,140360,144386,316443,	129673,131069,133531,135434,135775,136525,138455,140429,144478,316532,	0	c3orf26	cmpl	cmpl	0,1,0,2,1,1,0,0,1,0,
585	NM_001005809	GL173169	-	115362	124448	115925	124380	7	115362,117150,117626,118813,120004,121873,124167,	116116,117357,117770,118910,120115,121984,124448,	0	tmem30c	cmpl	cmpl	1,1,1,0,0,0,0,
587	NM_001113095	GL173169	+	375473	377295	376741	377158	2	375473,376729,	375490,377295,	0	hist1h2am	cmpl	cmpl	-1,0,
587	NM_001016633	GL173169	+	378833	389556	378847	388633	10	378833,381820,382883,383836,384314,385334,386118,386565,386810,388541,	378854,381939,383004,383925,384408,385409,386197,386664,386866,389556,	0	nit2	cmpl	cmpl	0,1,0,1,0,1,1,2,2,1,
588	NM_001030329	GL173169	+	393362	393928	393367	393784	1	393362,	393928,	0	hist1h2aa	cmpl	cmpl	0,
588	NM_001103057	GL173169	-	398618	417600	399472	417578	12	398618,400352,401387,401750,403051,403670,407697,408699,409422,409903,411617,417347,	399626,400475,401485,401867,403159,403805,407905,408848,409532,410030,411791,417600,	0	tomm70a	cmpl	cmpl	2,2,0,0,0,0,2,0,1,0,0,0,
588	NM_001142130	GL173169	+	503502	512462	503502	512168	14	503502,504155,505025,505662,506336,506619,507839,508670,509546,509639,510066,510328,510785,511977,	503635,504242,505129,505718,506383,506677,507935,508765,509605,509740,510145,510499,510909,512462,	0	anapc4	incmpl	incmpl	1,0,0,2,1,0,1,1,0,2,1,2,2,0,
73	NM_001044467	GL173170	+	491559	537532	491605	537398	5	491559,492023,492470,499489,537276,	491764,492359,492674,499613,537532,	0	slc7a6os	cmpl	cmpl	0,0,0,0,1,
588	NM_001017321	GL173170	-	402887	489678	403911	489659	18	402887,403745,404722,409715,411594,426563,428419,441071,443240,451520,455669,456904,466425,467461,473383,485512,485930,489564,	403265,404070,404819,409876,411669,426725,428509,441119,443324,451656,455797,457085,466655,467574,473492,485662,485967,489678,	0	prmt7	cmpl	cmpl	-1,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,
589	NM_001017197	GL173170	-	552467	595455	552613	585819	11	552467,564949,565548,566323,569203,571743,583714,584077,585311,591518,595431,	552720,565133,565698,566420,569307,571867,583859,584203,585847,591715,595455,	0	slc7a6	cmpl	cmpl	1,0,0,2,0,2,1,1,0,-1,-1,
73	NM_001030325	GL173171	-	268679	770176	269034	770176	2	268679,769927,	269178,770176,	0	hist2h2ab	cmpl	cmpl	0,0,
585	NM_001142165	GL173171	+	379	12992	379	11186	10	379,523,1232,4684,4925,6153,6442,9365,9909,10916,	451,646,1261,4780,5024,6321,6634,9450,10008,12992,	0	znf512b	incmpl	cmpl	1,1,1,0,0,0,0,2,0,0,
585	NM_001142165	GL173171	+	3036	12570	3036	4599	4	3036,4322,11377,11799,	3120,4599,11746,12570,	0	znf512b	incmpl	incmpl	0,0,-1,-1,
587	NM_001113106	GL173171	+	297635	357625	297702	357258	4	297635,297896,355677,356179,	297786,298034,355807,357625,	0	LOC100127788	cmpl	cmpl	0,0,0,1,
588	NM_001044476	GL173171	+	408074	430150	408468	429728	5	408074,408440,408711,427938,429102,	408192,408582,408897,428017,430150,	0	LOC733566	cmpl	cmpl	-1,0,0,0,1,
589	NM_001004821	GL173171	+	597605	598037	597620	598013	1	597605,	598037,	0	hist1h2aj	cmpl	cmpl	0,
73	NM_001017170	GL173172	-	602206	784686	603620	744173	8	602206,655725,699397,707216,710730,723914,744097,784628,	603751,655837,699538,707312,710805,723982,744173,784686,	0	tpk1	cmpl	incmpl	1,0,0,0,0,1,0,-1,
73	NM_001078958	GL173172	+	201682	267313	202021	266828	5	201682,249508,262337,264927,266649,	202072,249567,262415,265064,267313,	0	vopp1	cmpl	cmpl	0,0,2,2,1,
585	NM_001016460	GL173172	+	66112	89015	66458	87912	8	66112,66436,75890,83970,85325,86287,86729,87560,	66244,66646,76103,84115,85452,86336,86909,89015,	0	stk17a	cmpl	cmpl	-1,0,2,2,0,1,2,2,
